car_price,age,gender,income,education,marital
24.6,36,Female,$25 - $49,Post-undergraduate degree,Married
21.2,36,Female,$25 - $49,College degree,Married
40.9,36,Female,$75+,College degree,Married
50.9,36,Male,$75+,Post-undergraduate degree,Unmarried
30.2,36,Male,$50 - $74,Some college,Married
14.9,36,Male,$25 - $49,College degree,Unmarried
12.7,36,Male,$25 - $49,Did not complete high school,Married
11,36,Female,Under $25,Did not complete high school,Married
20.8,36,Female,$25 - $49,Did not complete high school,Married
20.7,36,Female,$25 - $49,Did not complete high school,Unmarried
17.3,36,Female,$25 - $49,Did not complete high school,Married
28.1,36,Female,$50 - $74,High school degree,Married
19.5,36,Male,$25 - $49,High school degree,Unmarried
19.7,36,Female,$25 - $49,Post-undergraduate degree,Married
12.1,36,Female,Under $25,High school degree,Unmarried
39.4,36,Male,$75+,High school degree,Married
50.8,36,Female,$75+,College degree,Unmarried
21.2,36,Male,$25 - $49,High school degree,Married
24.9,36,Female,$50 - $74,High school degree,Married
12.8,36,Male,$25 - $49,High school degree,Unmarried
34.7,36,Male,$50 - $74,Some college,Married
43.3,37,Female,$75+,College degree,Married
29.4,37,Male,$50 - $74,High school degree,Unmarried
28,37,Male,$50 - $74,High school degree,Unmarried
19.8,37,Male,$25 - $49,High school degree,Unmarried
43.1,37,Female,$75+,Some college,Married
10.8,37,Male,Under $25,High school degree,Married
20.9,37,Female,$25 - $49,Some college,Unmarried
55.1,37,Male,$75+,College degree,Married
23,37,Male,$25 - $49,College degree,Unmarried
13.6,37,Male,$25 - $49,Some college,Unmarried
17.6,37,Female,$25 - $49,Some college,Unmarried
18.1,37,Male,$25 - $49,High school degree,Unmarried
45.1,37,Female,$75+,Did not complete high school,Unmarried
34.2,37,Female,$50 - $74,High school degree,Unmarried
14.8,37,Male,$25 - $49,Some college,Married
20,37,Male,$25 - $49,Did not complete high school,Unmarried
29.4,37,Female,$50 - $74,College degree,Unmarried
17.3,37,Male,$25 - $49,Post-undergraduate degree,Married
20.7,37,Female,$25 - $49,Post-undergraduate degree,Married
17.3,37,Female,$25 - $49,College degree,Married
23.1,37,Male,$25 - $49,College degree,Unmarried
37.2,37,Male,$50 - $74,Some college,Unmarried
14.4,37,Male,$25 - $49,Did not complete high school,Unmarried
32.7,37,Male,$50 - $74,Some college,Unmarried
13.4,37,Female,$25 - $49,College degree,Married
28.6,37,Male,$50 - $74,Some college,Married
16.1,37,Female,$25 - $49,Some college,Married
39.4,37,Male,$75+,Some college,Married
7,37,Male,Under $25,Did not complete high school,Married
31.6,37,Male,$50 - $74,College degree,Unmarried
10,37,Male,Under $25,High school degree,Unmarried
32.2,37,Female,$50 - $74,Some college,Married
29.8,37,Male,$50 - $74,Some college,Unmarried
66,37,Male,$75+,Did not complete high school,Married
14.4,37,Female,$25 - $49,High school degree,Married
21,37,Male,$25 - $49,Post-undergraduate degree,Unmarried
16.9,37,Female,$25 - $49,High school degree,Married
19.2,37,Female,$25 - $49,Did not complete high school,Unmarried
11.3,37,Female,Under $25,Did not complete high school,Unmarried
10.6,37,Male,Under $25,Did not complete high school,Married
14.5,37,Male,$25 - $49,High school degree,Unmarried
32.9,37,Female,$50 - $74,College degree,Married
17.5,37,Male,$25 - $49,High school degree,Unmarried
54.7,37,Female,$75+,Post-undergraduate degree,Married
22.4,37,Female,$25 - $49,College degree,Married
18.5,37,Female,$25 - $49,Some college,Married
67.3,37,Female,$75+,College degree,Unmarried
27.3,37,Female,$50 - $74,Did not complete high school,Married
17.5,37,Female,$25 - $49,High school degree,Unmarried
19.6,37,Male,$25 - $49,Did not complete high school,Married
28.4,37,Female,$50 - $74,Some college,Married
17.5,37,Female,$25 - $49,High school degree,Married
40.3,37,Female,$75+,High school degree,Unmarried
27.4,37,Female,$50 - $74,High school degree,Unmarried
84,37,Female,$75+,College degree,Unmarried
19,37,Male,$25 - $49,College degree,Married
16.8,37,Female,$25 - $49,Post-undergraduate degree,Unmarried
11.1,37,Male,Under $25,High school degree,Unmarried
19.2,37,Male,$25 - $49,High school degree,Married
83.6,37,Male,$75+,College degree,Married
21.3,37,Male,$25 - $49,High school degree,Married
20.9,37,Male,$25 - $49,Did not complete high school,Married
31,37,Female,$50 - $74,Post-undergraduate degree,Married
18.6,37,Male,$25 - $49,College degree,Unmarried
91.2,37,Male,$75+,Some college,Married
24,37,Female,$25 - $49,Post-undergraduate degree,Married
19.5,37,Female,$25 - $49,Did not complete high school,Married
20.4,37,Male,$25 - $49,Post-undergraduate degree,Unmarried
25.1,37,Female,$50 - $74,High school degree,Married
23,37,Female,$25 - $49,College degree,Unmarried
18.6,37,Male,$25 - $49,Did not complete high school,Married
26.7,37,Female,$50 - $74,High school degree,Unmarried
32.3,37,Female,$50 - $74,High school degree,Married
31.5,37,Female,$50 - $74,Some college,Married
28.9,37,Female,$50 - $74,Post-undergraduate degree,Unmarried
50.4,37,Male,$75+,High school degree,Unmarried
24.7,37,Male,$25 - $49,Did not complete high school,Married
29.2,37,Female,$50 - $74,High school degree,Married
69.6,37,Male,$75+,High school degree,Married
17.1,37,Male,$25 - $49,Did not complete high school,Married
21,37,Female,$25 - $49,Did not complete high school,Married
55.5,37,Female,$75+,College degree,Unmarried
9.2,38,Female,Under $25,Did not complete high school,Married
15.2,38,Female,$25 - $49,College degree,Unmarried
25.9,38,Male,$50 - $74,Some college,Married
25,38,Female,$50 - $74,Some college,Married
20.5,38,Male,$25 - $49,High school degree,Unmarried
19.3,38,Male,$25 - $49,High school degree,Married
39,38,Male,$75+,Some college,Married
27.1,38,Female,$50 - $74,High school degree,Unmarried
16.8,38,Female,$25 - $49,College degree,Married
10.8,38,Male,Under $25,High school degree,Unmarried
14.7,38,Male,$25 - $49,Did not complete high school,Unmarried
19.9,38,Male,$25 - $49,Did not complete high school,Unmarried
63.2,38,Female,$75+,Some college,Unmarried
34.1,38,Female,$50 - $74,High school degree,Married
24.6,38,Male,$25 - $49,High school degree,Unmarried
38.4,38,Male,$75+,College degree,Married
44.6,38,Male,$75+,Some college,Unmarried
9.5,38,Female,Under $25,College degree,Married
48.5,38,Male,$75+,High school degree,Married
9.4,38,Female,Under $25,High school degree,Unmarried
12.9,38,Male,$25 - $49,High school degree,Unmarried
14.3,38,Male,$25 - $49,Some college,Married
13.7,38,Male,$25 - $49,College degree,Unmarried
15.2,38,Female,$25 - $49,Some college,Married
9.4,38,Male,Under $25,Did not complete high school,Married
48.3,38,Female,$75+,College degree,Married
14.5,38,Female,$25 - $49,High school degree,Married
19.4,38,Female,$25 - $49,Did not complete high school,Unmarried
31.4,38,Male,$50 - $74,College degree,Unmarried
22.4,38,Male,$25 - $49,Some college,Unmarried
79.1,38,Male,$75+,College degree,Married
30.9,38,Male,$50 - $74,Did not complete high school,Married
15.8,38,Female,$25 - $49,High school degree,Married
20.3,38,Male,$25 - $49,High school degree,Married
14,38,Male,$25 - $49,Did not complete high school,Married
28.8,38,Female,$50 - $74,Some college,Married
33.7,38,Female,$50 - $74,College degree,Unmarried
24.6,38,Male,$25 - $49,Some college,Unmarried
12.9,38,Female,$25 - $49,Did not complete high school,Unmarried
21.4,38,Female,$25 - $49,Did not complete high school,Married
24.5,38,Male,$25 - $49,Post-undergraduate degree,Unmarried
43.3,38,Male,$75+,High school degree,Married
11.6,38,Male,Under $25,Some college,Married
70.6,38,Male,$75+,College degree,Married
13.2,38,Female,$25 - $49,Some college,Married
36.2,38,Male,$50 - $74,High school degree,Unmarried
14.2,38,Female,$25 - $49,College degree,Married
27.4,38,Female,$50 - $74,Some college,Unmarried
27.1,38,Male,$50 - $74,Some college,Unmarried
36.1,38,Female,$50 - $74,High school degree,Unmarried
25.7,38,Male,$50 - $74,Did not complete high school,Unmarried
25.1,38,Female,$50 - $74,High school degree,Unmarried
15.3,38,Male,$25 - $49,High school degree,Unmarried
17.5,38,Female,$25 - $49,High school degree,Unmarried
19.5,38,Female,$25 - $49,College degree,Unmarried
69.1,38,Female,$75+,Some college,Unmarried
28,38,Male,$50 - $74,High school degree,Unmarried
30.2,38,Male,$50 - $74,High school degree,Unmarried
56.6,38,Male,$75+,Did not complete high school,Unmarried
31,38,Female,$50 - $74,Did not complete high school,Unmarried
17.2,38,Male,$25 - $49,High school degree,Unmarried
10.4,38,Male,Under $25,High school degree,Unmarried
13.2,38,Male,$25 - $49,High school degree,Married
18.5,38,Male,$25 - $49,College degree,Married
10.8,38,Female,Under $25,Did not complete high school,Unmarried
13.6,38,Female,$25 - $49,Some college,Unmarried
35.1,38,Female,$50 - $74,High school degree,Married
7.5,38,Female,Under $25,Some college,Married
20.1,38,Male,$25 - $49,Post-undergraduate degree,Unmarried
19.2,38,Female,$25 - $49,Some college,Married
61.3,38,Male,$75+,Some college,Married
14.5,38,Male,$25 - $49,Post-undergraduate degree,Unmarried
70.1,38,Female,$75+,Some college,Married
42.3,38,Female,$75+,High school degree,Married
36.4,38,Female,$50 - $74,College degree,Unmarried
32.2,38,Female,$50 - $74,Some college,Unmarried
13.5,38,Male,$25 - $49,High school degree,Married
32.1,38,Female,$50 - $74,Some college,Unmarried
22.2,38,Male,$25 - $49,College degree,Unmarried
27.3,38,Male,$50 - $74,High school degree,Unmarried
25.3,38,Male,$25 - $49,High school degree,Unmarried
16.2,38,Male,$25 - $49,College degree,Unmarried
71.4,38,Female,$75+,High school degree,Unmarried
8.8,38,Female,Under $25,High school degree,Unmarried
36.9,38,Male,$50 - $74,High school degree,Married
26.1,38,Male,$50 - $74,College degree,Married
60,38,Female,$75+,High school degree,Unmarried
21.9,38,Male,$25 - $49,Some college,Unmarried
71.1,38,Male,$75+,Post-undergraduate degree,Unmarried
20.5,38,Female,$25 - $49,High school degree,Married
17.5,38,Female,$25 - $49,Some college,Married
39.4,38,Male,$75+,Some college,Married
10,38,Female,Under $25,Did not complete high school,Unmarried
24.2,38,Male,$25 - $49,High school degree,Married
17.6,38,Female,$25 - $49,Did not complete high school,Married
40.4,38,Male,$75+,Some college,Unmarried
8.6,38,Male,Under $25,College degree,Unmarried
16.7,38,Male,$25 - $49,High school degree,Married
10.5,38,Male,Under $25,Some college,Married
24.6,38,Female,$25 - $49,Did not complete high school,Unmarried
13.2,38,Male,$25 - $49,Post-undergraduate degree,Married
44.7,38,Male,$75+,Did not complete high school,Married
26.3,38,Male,$50 - $74,Some college,Unmarried
27.6,38,Male,$50 - $74,Did not complete high school,Married
33.3,38,Female,$50 - $74,Did not complete high school,Unmarried
8.5,39,Male,Under $25,College degree,Married
16.3,39,Male,$25 - $49,Some college,Married
28.6,39,Female,$50 - $74,Some college,Unmarried
44,39,Male,$75+,High school degree,Married
30.7,39,Male,$50 - $74,Some college,Married
11.8,39,Male,Under $25,Did not complete high school,Married
26.7,39,Female,$50 - $74,High school degree,Married
39.8,39,Female,$75+,High school degree,Unmarried
13.1,39,Female,$25 - $49,Some college,Married
46.4,39,Female,$75+,College degree,Married
14.1,39,Female,$25 - $49,High school degree,Unmarried
24.7,39,Male,$25 - $49,Did not complete high school,Unmarried
17,39,Female,$25 - $49,Post-undergraduate degree,Married
22.6,39,Male,$25 - $49,High school degree,Married
27.9,39,Male,$50 - $74,Some college,Married
27.1,39,Female,$50 - $74,Post-undergraduate degree,Unmarried
27.6,39,Male,$50 - $74,College degree,Unmarried
39.6,39,Female,$75+,High school degree,Unmarried
25.4,39,Female,$50 - $74,Some college,Married
19.4,39,Male,$25 - $49,Some college,Married
25.7,39,Male,$50 - $74,High school degree,Married
19.4,39,Female,$25 - $49,High school degree,Married
30.8,39,Male,$50 - $74,High school degree,Unmarried
20.7,39,Male,$25 - $49,Did not complete high school,Unmarried
23.1,39,Male,$25 - $49,Did not complete high school,Unmarried
12.6,39,Male,Under $25,Did not complete high school,Unmarried
37.9,39,Female,$75+,Did not complete high school,Married
72.5,39,Male,$75+,Post-undergraduate degree,Married
13.6,39,Female,$25 - $49,Did not complete high school,Unmarried
17.5,39,Male,$25 - $49,Did not complete high school,Unmarried
30.2,39,Female,$50 - $74,College degree,Married
11.9,39,Female,Under $25,Did not complete high school,Married
26.1,39,Male,$50 - $74,College degree,Unmarried
25.9,39,Female,$50 - $74,Some college,Unmarried
13.1,39,Female,$25 - $49,Some college,Unmarried
72.2,39,Male,$75+,Some college,Married
54,39,Male,$75+,Did not complete high school,Married
15.8,39,Male,$25 - $49,High school degree,Unmarried
33.2,39,Male,$50 - $74,Some college,Married
10.3,39,Female,Under $25,Some college,Married
10.5,39,Male,Under $25,Did not complete high school,Unmarried
13.5,39,Male,$25 - $49,High school degree,Unmarried
18.7,39,Female,$25 - $49,High school degree,Married
16.5,39,Female,$25 - $49,College degree,Married
33,39,Female,$50 - $74,High school degree,Married
34.3,39,Male,$50 - $74,Did not complete high school,Married
17.2,39,Male,$25 - $49,Some college,Unmarried
30.9,39,Male,$50 - $74,College degree,Unmarried
52.7,39,Male,$75+,Some college,Married
12.8,39,Male,$25 - $49,Did not complete high school,Married
20.4,39,Female,$25 - $49,College degree,Unmarried
46.1,39,Female,$75+,Some college,Unmarried
19.3,39,Male,$25 - $49,High school degree,Married
24.4,39,Male,$25 - $49,Did not complete high school,Married
53.5,39,Male,$75+,Some college,Unmarried
19.3,39,Female,$25 - $49,High school degree,Married
20.9,39,Female,$25 - $49,Some college,Married
14.8,39,Female,$25 - $49,Some college,Married
15.5,39,Female,$25 - $49,Did not complete high school,Married
11.1,39,Male,Under $25,College degree,Unmarried
21.3,39,Male,$25 - $49,High school degree,Married
24.6,39,Male,$25 - $49,College degree,Unmarried
23.1,39,Female,$25 - $49,High school degree,Married
16.8,39,Male,$25 - $49,High school degree,Married
30.3,39,Female,$50 - $74,High school degree,Unmarried
19.2,39,Female,$25 - $49,College degree,Married
13.9,39,Female,$25 - $49,High school degree,Unmarried
30,39,Male,$50 - $74,High school degree,Unmarried
29.4,39,Male,$50 - $74,High school degree,Married
33.3,39,Male,$50 - $74,Some college,Unmarried
22.2,39,Male,$25 - $49,High school degree,Unmarried
52.3,39,Male,$75+,High school degree,Unmarried
34.8,39,Male,$50 - $74,Some college,Unmarried
15.7,39,Male,$25 - $49,Did not complete high school,Married
60.7,39,Female,$75+,High school degree,Married
50.6,39,Male,$75+,College degree,Married
33.7,39,Female,$50 - $74,Did not complete high school,Unmarried
10.5,39,Female,Under $25,High school degree,Married
23.3,39,Female,$25 - $49,Post-undergraduate degree,Unmarried
28.8,39,Female,$50 - $74,High school degree,Unmarried
37.1,39,Female,$75+,High school degree,Married
11.1,39,Male,Under $25,High school degree,Married
32.4,39,Female,$50 - $74,Post-undergraduate degree,Married
27.3,39,Male,$50 - $74,Some college,Married
20,39,Female,$25 - $49,High school degree,Married
32.9,39,Female,$50 - $74,High school degree,Married
24.2,39,Female,$25 - $49,College degree,Married
12.9,39,Male,$25 - $49,College degree,Unmarried
15.3,39,Female,$25 - $49,College degree,Unmarried
39.4,39,Male,$75+,College degree,Married
30.8,39,Male,$50 - $74,Did not complete high school,Unmarried
48.8,39,Male,$75+,Did not complete high school,Unmarried
43.4,39,Male,$75+,Some college,Unmarried
45.3,39,Female,$75+,Some college,Unmarried
48.7,39,Male,$75+,Did not complete high school,Married
12.2,39,Male,$25 - $49,Did not complete high school,Unmarried
72.8,39,Female,$75+,High school degree,Unmarried
11.3,39,Female,Under $25,Did not complete high school,Married
28.3,39,Female,$50 - $74,College degree,Unmarried
19.5,39,Female,$25 - $49,Some college,Unmarried
51.7,39,Male,$75+,High school degree,Unmarried
22,39,Male,$25 - $49,High school degree,Married
58.6,39,Female,$75+,Post-undergraduate degree,Married
23.6,39,Male,$25 - $49,Did not complete high school,Unmarried
22.7,39,Female,$25 - $49,College degree,Married
48,39,Female,$75+,Some college,Unmarried
47.6,39,Male,$75+,Some college,Unmarried
16.4,40,Female,$25 - $49,Some college,Married
29.5,40,Male,$50 - $74,College degree,Married
18.9,40,Female,$25 - $49,College degree,Unmarried
17.3,40,Female,$25 - $49,Some college,Married
47.8,40,Male,$75+,High school degree,Unmarried
16.7,40,Male,$25 - $49,Post-undergraduate degree,Married
16.5,40,Male,$25 - $49,Did not complete high school,Married
17.9,40,Female,$25 - $49,Some college,Unmarried
57.3,40,Female,$75+,High school degree,Unmarried
28.5,40,Male,$50 - $74,College degree,Unmarried
27.9,40,Male,$50 - $74,Some college,Married
18.3,40,Female,$25 - $49,College degree,Unmarried
14.2,40,Female,$25 - $49,High school degree,Married
54.6,40,Male,$75+,High school degree,Married
8,40,Male,Under $25,Did not complete high school,Married
12.3,40,Male,$25 - $49,College degree,Unmarried
16.8,40,Male,$25 - $49,Some college,Married
12.3,40,Male,Under $25,Did not complete high school,Married
10.3,40,Male,Under $25,Did not complete high school,Unmarried
12.7,40,Male,$25 - $49,Some college,Married
10.8,40,Male,Under $25,High school degree,Married
17.2,40,Male,$25 - $49,Did not complete high school,Married
17.6,40,Female,$25 - $49,Post-undergraduate degree,Unmarried
15.4,40,Female,$25 - $49,High school degree,Married
9,40,Male,Under $25,Some college,Married
27.7,40,Female,$50 - $74,High school degree,Married
24.1,40,Male,$25 - $49,College degree,Unmarried
70.7,40,Female,$75+,College degree,Unmarried
26.1,40,Male,$50 - $74,Did not complete high school,Unmarried
12.4,40,Male,$25 - $49,High school degree,Unmarried
47.8,40,Male,$75+,High school degree,Married
21,40,Male,$25 - $49,Some college,Unmarried
28.5,40,Female,$50 - $74,College degree,Married
35.1,40,Female,$50 - $74,High school degree,Married
10.6,40,Female,Under $25,College degree,Married
19.2,40,Female,$25 - $49,High school degree,Married
14.8,40,Female,$25 - $49,College degree,Married
50.3,40,Female,$75+,Post-undergraduate degree,Unmarried
14.3,40,Female,$25 - $49,Some college,Unmarried
33.6,40,Male,$50 - $74,High school degree,Unmarried
36.4,40,Male,$50 - $74,Did not complete high school,Unmarried
27.7,40,Male,$50 - $74,College degree,Unmarried
26.4,40,Male,$50 - $74,Did not complete high school,Unmarried
28.1,40,Female,$50 - $74,College degree,Married
29.8,40,Male,$50 - $74,Did not complete high school,Unmarried
37.5,40,Male,$50 - $74,Some college,Unmarried
13.9,40,Female,$25 - $49,High school degree,Unmarried
26.6,40,Female,$50 - $74,Did not complete high school,Unmarried
38.9,40,Male,$75+,High school degree,Married
23.3,40,Male,$25 - $49,College degree,Unmarried
15.6,40,Male,$25 - $49,Post-undergraduate degree,Unmarried
19.3,40,Female,$25 - $49,High school degree,Unmarried
11,40,Male,Under $25,High school degree,Unmarried
20.7,40,Male,$25 - $49,Did not complete high school,Married
67.7,40,Male,$75+,High school degree,Unmarried
76.9,40,Female,$75+,Some college,Unmarried
21.3,40,Male,$25 - $49,Some college,Unmarried
12.2,40,Female,$25 - $49,Some college,Unmarried
29.8,40,Male,$50 - $74,High school degree,Unmarried
11.6,40,Female,Under $25,Did not complete high school,Married
28.3,40,Female,$50 - $74,Did not complete high school,Married
38.2,40,Male,$75+,High school degree,Unmarried
26.7,40,Male,$50 - $74,High school degree,Unmarried
48.2,40,Female,$75+,Did not complete high school,Married
9,40,Female,Under $25,Some college,Unmarried
47.1,40,Female,$75+,Did not complete high school,Married
13.9,40,Male,$25 - $49,Did not complete high school,Married
40.8,40,Male,$75+,Some college,Married
25.2,40,Female,$50 - $74,College degree,Unmarried
24.6,40,Male,$25 - $49,Some college,Unmarried
49.2,40,Male,$75+,High school degree,Married
27,40,Male,$50 - $74,College degree,Unmarried
44.3,40,Male,$75+,High school degree,Unmarried
45.1,40,Female,$75+,Post-undergraduate degree,Married
18.7,40,Male,$25 - $49,High school degree,Unmarried
22.8,40,Male,$25 - $49,College degree,Married
31.8,40,Female,$50 - $74,Did not complete high school,Unmarried
78.5,40,Male,$75+,Some college,Married
38.1,40,Female,$75+,Did not complete high school,Married
71.3,40,Female,$75+,College degree,Unmarried
58.9,40,Female,$75+,Did not complete high school,Unmarried
10,40,Male,Under $25,High school degree,Unmarried
25.1,40,Male,$50 - $74,Did not complete high school,Unmarried
33.6,40,Female,$50 - $74,Did not complete high school,Unmarried
9,40,Male,Under $25,High school degree,Married
72.6,40,Female,$75+,College degree,Unmarried
25.7,40,Female,$50 - $74,Some college,Unmarried
23.9,41,Male,$25 - $49,College degree,Unmarried
20,41,Female,$25 - $49,Some college,Married
13.6,41,Female,$25 - $49,Some college,Unmarried
34.6,41,Female,$50 - $74,College degree,Unmarried
21.5,41,Male,$25 - $49,Did not complete high school,Unmarried
11.9,41,Female,Under $25,Did not complete high school,Married
33.1,41,Female,$50 - $74,Did not complete high school,Unmarried
58.9,41,Female,$75+,Post-undergraduate degree,Married
14.1,41,Female,$25 - $49,Some college,Married
30.8,41,Male,$50 - $74,Some college,Married
44.7,41,Male,$75+,College degree,Married
15.7,41,Male,$25 - $49,Did not complete high school,Married
83.8,41,Female,$75+,Some college,Married
28.9,41,Male,$50 - $74,College degree,Married
36.7,41,Female,$50 - $74,Did not complete high school,Married
18.3,41,Female,$25 - $49,Some college,Married
52.6,41,Female,$75+,Did not complete high school,Married
39,41,Male,$75+,Some college,Unmarried
36.4,41,Female,$50 - $74,Did not complete high school,Unmarried
30,41,Male,$50 - $74,College degree,Married
55,41,Female,$75+,College degree,Unmarried
14.1,41,Male,$25 - $49,College degree,Unmarried
39.6,41,Male,$75+,Some college,Unmarried
89.2,41,Male,$75+,College degree,Unmarried
23.7,41,Male,$25 - $49,Some college,Unmarried
30.5,41,Female,$50 - $74,Did not complete high school,Married
62.2,41,Male,$75+,College degree,Married
12.6,41,Female,$25 - $49,Some college,Married
27.8,41,Male,$50 - $74,Some college,Married
22.4,41,Male,$25 - $49,High school degree,Married
23,41,Female,$25 - $49,Did not complete high school,Married
26.7,41,Male,$50 - $74,High school degree,Unmarried
43.4,41,Female,$75+,Did not complete high school,Married
32.8,41,Male,$50 - $74,Some college,Married
25.1,41,Female,$50 - $74,Some college,Unmarried
56.1,41,Female,$75+,Some college,Unmarried
15.1,41,Female,$25 - $49,High school degree,Unmarried
31.9,41,Male,$50 - $74,High school degree,Unmarried
40.5,41,Female,$75+,College degree,Married
16.1,41,Male,$25 - $49,Did not complete high school,Unmarried
18.1,41,Female,$25 - $49,College degree,Married
12.1,41,Male,Under $25,High school degree,Married
21.9,41,Male,$25 - $49,High school degree,Unmarried
64,41,Female,$75+,High school degree,Married
33.3,41,Female,$50 - $74,High school degree,Married
31.6,41,Male,$50 - $74,High school degree,Unmarried
30.8,41,Male,$50 - $74,Did not complete high school,Married
42,41,Female,$75+,High school degree,Unmarried
24.4,41,Female,$25 - $49,High school degree,Unmarried
11.4,41,Male,Under $25,Did not complete high school,Married
62,41,Female,$75+,Some college,Unmarried
80.5,41,Female,$75+,Did not complete high school,Married
13.8,41,Male,$25 - $49,Some college,Married
21.9,41,Female,$25 - $49,High school degree,Married
19.1,41,Male,$25 - $49,Did not complete high school,Unmarried
32.4,41,Female,$50 - $74,Some college,Unmarried
13.1,41,Male,$25 - $49,High school degree,Unmarried
26.2,41,Male,$50 - $74,College degree,Unmarried
42.2,41,Male,$75+,College degree,Married
17.9,41,Male,$25 - $49,Did not complete high school,Unmarried
15.2,41,Female,$25 - $49,College degree,Unmarried
27.2,41,Female,$50 - $74,Post-undergraduate degree,Married
29.4,41,Male,$50 - $74,College degree,Married
16.3,41,Male,$25 - $49,College degree,Unmarried
16.8,41,Male,$25 - $49,Did not complete high school,Unmarried
42.9,41,Female,$75+,Did not complete high school,Married
42.7,41,Female,$75+,College degree,Married
31.9,41,Male,$50 - $74,Some college,Married
26.6,41,Female,$50 - $74,Some college,Married
26.7,41,Female,$50 - $74,High school degree,Married
16.5,41,Male,$25 - $49,High school degree,Unmarried
20.7,41,Female,$25 - $49,Some college,Unmarried
25.7,41,Female,$50 - $74,High school degree,Married
54.2,41,Male,$75+,College degree,Unmarried
28.2,41,Female,$50 - $74,College degree,Married
17.7,41,Male,$25 - $49,Some college,Married
49.9,41,Male,$75+,College degree,Unmarried
58.1,41,Male,$75+,High school degree,Unmarried
20.6,41,Female,$25 - $49,College degree,Married
16.1,41,Male,$25 - $49,High school degree,Married
33,41,Male,$50 - $74,High school degree,Married
19.8,42,Male,$25 - $49,Some college,Unmarried
68.9,42,Female,$75+,Some college,Unmarried
24.5,42,Female,$25 - $49,Did not complete high school,Unmarried
34.1,42,Female,$50 - $74,High school degree,Married
69.9,42,Female,$75+,Some college,Unmarried
70.5,42,Female,$75+,Some college,Unmarried
28.9,42,Female,$50 - $74,Post-undergraduate degree,Married
13.1,42,Male,$25 - $49,Did not complete high school,Unmarried
30.3,42,Male,$50 - $74,Post-undergraduate degree,Married
11.2,42,Female,Under $25,Did not complete high school,Married
39.5,42,Female,$75+,Did not complete high school,Married
27.8,42,Male,$50 - $74,High school degree,Unmarried
23.6,42,Male,$25 - $49,Did not complete high school,Unmarried
31.7,42,Male,$50 - $74,High school degree,Married
14.1,42,Male,$25 - $49,High school degree,Unmarried
33.2,42,Female,$50 - $74,High school degree,Married
31.2,42,Female,$50 - $74,High school degree,Married
14.5,42,Female,$25 - $49,Did not complete high school,Unmarried
9.4,42,Female,Under $25,High school degree,Unmarried
28.5,42,Female,$50 - $74,High school degree,Unmarried
84.8,42,Female,$75+,Some college,Married
82.8,42,Male,$75+,College degree,Unmarried
11.2,42,Female,Under $25,College degree,Married
35.1,42,Female,$50 - $74,High school degree,Married
81.9,42,Male,$75+,Did not complete high school,Unmarried
13.9,42,Female,$25 - $49,Did not complete high school,Married
35.1,42,Male,$50 - $74,College degree,Unmarried
19.4,42,Male,$25 - $49,High school degree,Unmarried
62.3,42,Male,$75+,College degree,Married
46.4,42,Female,$75+,Did not complete high school,Unmarried
24.7,42,Male,$50 - $74,Post-undergraduate degree,Married
8.4,42,Male,Under $25,Did not complete high school,Married
12.2,42,Female,$25 - $49,High school degree,Unmarried
85.5,42,Female,$75+,Post-undergraduate degree,Unmarried
79.8,42,Female,$75+,High school degree,Married
35.9,42,Female,$50 - $74,High school degree,Unmarried
34.5,42,Female,$50 - $74,High school degree,Unmarried
28.8,42,Male,$50 - $74,High school degree,Unmarried
70.6,42,Male,$75+,Some college,Unmarried
36.4,42,Female,$50 - $74,High school degree,Married
68,42,Male,$75+,College degree,Unmarried
13.8,42,Female,$25 - $49,College degree,Married
13.8,42,Female,$25 - $49,High school degree,Unmarried
37.9,42,Female,$75+,Did not complete high school,Unmarried
22.9,42,Female,$25 - $49,Some college,Unmarried
82.9,42,Female,$75+,High school degree,Unmarried
13.7,42,Female,$25 - $49,High school degree,Unmarried
77.3,42,Female,$75+,College degree,Married
15.8,42,Male,$25 - $49,Some college,Unmarried
22.6,42,Female,$25 - $49,High school degree,Unmarried
15,42,Male,$25 - $49,High school degree,Unmarried
50.6,42,Female,$75+,College degree,Married
11.7,42,Male,Under $25,Some college,Married
13.1,42,Male,$25 - $49,High school degree,Married
38.7,42,Female,$75+,College degree,Married
33.9,42,Male,$50 - $74,High school degree,Married
15.2,42,Male,$25 - $49,High school degree,Married
13.4,42,Male,$25 - $49,Did not complete high school,Unmarried
36.5,42,Female,$50 - $74,College degree,Married
16,42,Male,$25 - $49,College degree,Unmarried
10.1,42,Female,Under $25,Did not complete high school,Unmarried
28.8,42,Female,$50 - $74,High school degree,Married
16.4,42,Female,$25 - $49,High school degree,Married
19.6,42,Female,$25 - $49,College degree,Married
23.7,42,Male,$25 - $49,High school degree,Unmarried
16.1,42,Male,$25 - $49,Did not complete high school,Married
38.2,42,Male,$75+,High school degree,Married
14.9,42,Female,$25 - $49,High school degree,Unmarried
15.2,42,Female,$25 - $49,College degree,Unmarried
27.8,42,Male,$50 - $74,Did not complete high school,Married
42.4,42,Female,$75+,College degree,Unmarried
16.9,42,Female,$25 - $49,High school degree,Unmarried
82.7,42,Female,$75+,Post-undergraduate degree,Married
14.5,42,Male,$25 - $49,High school degree,Married
13,42,Male,$25 - $49,High school degree,Unmarried
